10	300
georgebush	georgebush_2003_01_10_19_00-shot10_58-Track1-Frame15410-Face1	georgebush_2009_01_16_19_00-shot16_113-Track1-Frame31343-Face1
shoichinakagawa	shoichinakagawa_2004_04_23_19_00-shot23_29-Track1-Frame15979-Face1	shoichinakagawa_2005_01_20_19_00-shot20_109-Track1-Frame34907-Face1
akiotoyoda	akiotoyoda_2009_01_20_19_00-shot20_137-Track1-Frame33933-Face1	akiotoyoda_2009_06_25_19_00-shot25_90-Track1-Frame26155-Face1
masaakishirakawa	masaakishirakawa_2008_09_17_19_00-shot17_36-Track1-Frame13446-Face1	masaakishirakawa_2008_12_19_19_00-shot19_2-Track1-Frame32-Face2
hillaryclinton	hillaryclinton_2008_01_31_19_00-shot31_129-Track2-Frame39361-Face1	hillaryclinton_2010_01_08_19_00-shot08_90-Track4-Frame28487-Face1
johnkerry	johnkerry_2004_03_03_19_00-shot03_66-Track2-Frame22820-Face1	johnkerry_2007_11_21_19_00-shot21_67-Track1-Frame23334-Face1
masayoshison	masayoshison_2006_10_30_19_00-shot30_82-Track1-Frame23332-Face1	masayoshison_2007_10_15_19_00-shot15_190-Track1-Frame47054-Face1
makikotanaka	makikotanaka_2001_05_23_19_00-shot23_121-Track1-Frame34515-Face1	makikotanaka_2002_04_17_19_00-shot17_73-Track1-Frame26795-Face2
yoshimiwatanabe	yoshimiwatanabe_2009_01_16_19_00-shot16_76-Track1-Frame22764-Face1	yoshimiwatanabe_2010_06_04_19_00-shot04_234-Track1-Frame40760-Face2
mizuhofukushima	mizuhofukushima_2009_12_17_19_00-shot17_32-Track1-Frame8722-Face2	mizuhofukushima_2011_01_14_19_00-shot14_104-Track1-Frame42262-Face1
colinpowell	colinpowell_2003_02_25_19_00-shot25_166-Track2-Frame34628-Face1	colinpowell_2004_01_07_19_00-shot07_110-Track1-Frame28080-Face1
masahikokhomura	masahikokhomura_2007_06_07_19_00-shot07_31-Track1-Frame10888-Face1	masahikokhomura_2008_06_24_19_00-shot24_111-Track1-Frame35251-Face1
banrikaieda	banrikaieda_2010_11_15_19_00-shot15_73-Track1-Frame40613-Face1	banrikaieda_2011_01_14_19_00-shot14_53-Track2-Frame20671-Face1
masako	masako_2002_04_02_19_00-shot02_128-Track1-Frame37588-Face1	masako_2005_02_23_19_00-shot23_129-Track1-Frame32860-Face1
shizukakamei	shizukakamei_2001_12_13_19_00-shot13_164-Track1-Frame51536-Face1	shizukakamei_2003_08_30_19_00-shot30_79-Track1-Frame19559-Face1
masahikokhomura	masahikokhomura_2007_08_27_19_00-shot27_115-Track1-Frame17097-Face1	masahikokhomura_2008_08_11_19_00-shot11_150-Track1-Frame32865-Face2
barutokaito	barutokaito_2010_03_22_19_00-shot22_192-Track1-Frame42694-Face2	barutokaito_2010_03_29_19_00-shot29_179-Track1-Frame45879-Face1
akihito	akihito_2003_01_20_19_00-shot20_238-Track1-Frame50683-Face1	akihito_2009_01_29_19_00-shot29_44-Track1-Frame17751-Face1
naokotakahashi	naokotakahashi_2004_03_15_19_00-shot15_72-Track1-Frame6681-Face2	naokotakahashi_2007_11_10_19_00-shot10_183-Track1-Frame46995-Face1
sachiyonomura	sachiyonomura_2001_12_04_19_00-shot04_62-Track1-Frame17529-Face2	sachiyonomura_2001_12_26_19_00-shot26_138-Track1-Frame41167-Face2
maoasada	maoasada_2008_03_16_19_00-shot16_201-Track1-Frame48066-Face1	maoasada_2010_02_21_19_00-shot21_77-Track4-Frame12630-Face1
shizukaarakawa	shizukaarakawa_2006_02_25_19_00-shot25_51-Track1-Frame11159-Face1	shizukaarakawa_2006_03_27_19_00-shot27_125-Track1-Frame28803-Face1
saddamhussein	saddamhussein_2003_03_01_19_00-shot01_6-Track1-Frame1590-Face1	saddamhussein_2003_03_16_19_00-shot16_29-Track1-Frame9783-Face1
jianchaoliu	jianchaoliu_2005_03_24_19_00-shot24_156-Track1-Frame36509-Face1	jianchaoliu_2008_12_09_19_00-shot09_137-Track1-Frame45065-Face1
bunmeiibuki	bunmeiibuki_2008_08_01_19_00-shot01_62-Track1-Frame51678-Face1	bunmeiibuki_2009_06_25_19_00-shot25_13-Track1-Frame3804-Face2
shizukaarakawa	shizukaarakawa_2006_02_26_19_00-shot26_72-Track1-Frame17976-Face1	shizukaarakawa_2006_03_04_19_00-shot04_98-Track1-Frame23852-Face1
donaldrumsfeld	donaldrumsfeld_2001_10_23_19_00-shot23_37-Track1-Frame11755-Face1	donaldrumsfeld_2001_11_27_19_00-shot27_43-Track1-Frame20330-Face1
akihito	akihito_2009_01_02_19_00-shot02_107-Track1-Frame23734-Face1	akihito_2010_12_23_19_00-shot23_56-Track1-Frame20054-Face1
masaakishirakawa	masaakishirakawa_2009_06_16_19_00-shot16_71-Track1-Frame17709-Face1	masaakishirakawa_2010_10_28_19_00-shot28_145-Track1-Frame46130-Face1
pervezmusharraf	pervezmusharraf_2001_09_24_19_00-shot24_3-Track1-Frame2185-Face1	pervezmusharraf_2001_10_03_19_00-shot03_26-Track1-Frame8203-Face1
shizukakamei	shizukakamei_2001_04_12_19_00-shot12_83-Track1-Frame13595-Face1	shizukakamei_2010_03_17_19_00-shot17_65-Track1-Frame18041-Face1
saddamhussein	saddamhussein_2004_06_15_19_00-shot15_80-Track2-Frame26192-Face1	saddamhussein_2004_07_01_19_00-shot01_75-Track1-Frame23780-Face1
takafumihorie	takafumihorie_2004_09_24_19_00-shot24_76-Track1-Frame21131-Face1	takafumihorie_2006_02_14_19_00-shot14_69-Track3-Frame20745-Face1
kaoruyosano	kaoruyosano_2007_09_10_19_00-shot10_80-Track1-Frame18114-Face1	kaoruyosano_2008_09_04_19_00-shot04_21-Track1-Frame4145-Face1
naruhito	naruhito_2003_01_14_19_00-shot14_92-Track1-Frame36207-Face2	naruhito_2004_05_13_19_00-shot13_62-Track1-Frame21872-Face1
natsuoyamaguchi	natsuoyamaguchi_2008_08_28_19_00-shot28_135-Track1-Frame37678-Face1	natsuoyamaguchi_2010_07_03_19_00-shot03_52-Track3-Frame13844-Face1
saenakarai	saenakarai_2004_12_01_19_00-shot01_193-Track1-Frame48473-Face1	saenakarai_2005_06_08_19_00-shot08_220-Track1-Frame52509-Face1
shizukaarakawa	shizukaarakawa_2006_02_25_19_00-shot25_51-Track1-Frame11159-Face1	shizukaarakawa_2006_02_26_19_00-shot26_72-Track1-Frame17976-Face1
shinzoabe	shinzoabe_2003_09_22_19_00-shot22_253-Track1-Frame45932-Face1	shinzoabe_2007_05_24_19_00-shot24_92-Track1-Frame29255-Face1
shintaroishihara	shintaroishihara_2007_12_11_19_00-shot11_80-Track1-Frame22007-Face1	shintaroishihara_2009_04_13_19_00-shot13_158-Track1-Frame47027-Face2
jiwoochoi	jiwoochoi_2004_03_22_19_00-shot22_139-Track1-Frame29409-Face2	jiwoochoi_2004_07_22_19_00-shot22_96-Track1-Frame22509-Face1
yasuofukuda	yasuofukuda_2006_07_10_19_00-shot10_86-Track2-Frame23888-Face2	yasuofukuda_2008_01_04_19_00-shot04_41-Track1-Frame12133-Face3
pervezmusharraf	pervezmusharraf_2001_09_16_19_00-shot16_83-Track1-Frame21485-Face1	pervezmusharraf_2001_12_22_19_00-shot22_102-Track1-Frame38741-Face1
kosukekitajima	kosukekitajima_2003_07_31_19_00-shot31_105-Track1-Frame22054-Face1	kosukekitajima_2005_02_26_19_00-shot26_201-Track2-Frame48201-Face1
takeshiokada	takeshiokada_2006_06_12_19_00-shot12_58-Track1-Frame18148-Face1	takeshiokada_2009_11_19_19_00-shot19_218-Track1-Frame48266-Face2
yasuofukuda	yasuofukuda_2001_08_03_19_00-shot03_15-Track1-Frame6445-Face1	yasuofukuda_2007_09_19_19_00-shot19_17-Track1-Frame4349-Face1
moo-hyunroh	moo-hyunroh_2003_04_16_19_00-shot16_34-Track1-Frame10898-Face1	moo-hyunroh_2006_04_25_19_00-shot25_93-Track1-Frame25146-Face1
monalisa	monalisa_2006_04_27_19_00-shot27_77-Track1-Frame21810-Face1	monalisa_2006_09_27_19_00-shot27_180-Track1-Frame40022-Face1
ichirosuzuki	ichirosuzuki_2004_05_22_19_00-shot22_181-Track1-Frame38919-Face1	ichirosuzuki_2005_01_19_19_00-shot19_149-Track1-Frame43513-Face1
myung-baklee	myung-baklee_2010_05_20_19_00-shot20_78-Track1-Frame16317-Face1	myung-baklee_2010_05_26_19_00-shot26_57-Track1-Frame15253-Face1
naruhito	naruhito_2002_12_05_19_00-shot05_213-Track1-Frame36299-Face1	naruhito_2004_05_10_19_00-shot10_175-Track1-Frame34605-Face1
shin	shin_2009_06_05_19_00-shot05_4-Track2-Frame1266-Face1	shin_2009_10_21_19_00-shot21_7-Track1-Frame1668-Face1
yoichimasuzoe	yoichimasuzoe_2007_09_13_19_00-shot13_149-Track1-Frame29805-Face1	yoichimasuzoe_2010_08_26_19_00-shot26_51-Track1-Frame19844-Face1
jyun	jyun_2008_02_10_19_00-shot10_18-Track1-Frame4958-Face1	jyun_2008_10_07_19_00-shot07_104-Track1-Frame32481-Face1
condoleezzarice	condoleezzarice_2005_03_18_19_00-shot18_114-Track1-Frame31316-Face1	condoleezzarice_2008_06_27_19_00-shot27_49-Track1-Frame12969-Face1
bunmeiibuki	bunmeiibuki_2008_02_16_19_00-shot16_65-Track1-Frame16733-Face1	bunmeiibuki_2008_08_01_19_00-shot01_62-Track1-Frame51678-Face1
naotokan	naotokan_2002_07_31_19_00-shot31_82-Track1-Frame18931-Face1	naotokan_2010_12_28_19_00-shot28_16-Track2-Frame8704-Face1
kosukekitajima	kosukekitajima_2003_07_31_19_00-shot31_105-Track1-Frame22054-Face1	kosukekitajima_2005_03_10_19_00-shot10_160-Track2-Frame44174-Face1
saddamhussein	saddamhussein_2003_12_16_19_00-shot16_42-Track1-Frame13856-Face1	saddamhussein_2004_07_01_19_00-shot01_75-Track1-Frame23780-Face1
jong-ilkim	jong-ilkim_2002_09_05_19_00-shot05_16-Track2-Frame6737-Face1	jong-ilkim_2006_07_05_19_00-shot05_190-Track1-Frame49202-Face1
pervezmusharraf	pervezmusharraf_2001_09_17_19_00-shot17_6-Track1-Frame4402-Face1	pervezmusharraf_2001_12_22_19_00-shot22_102-Track1-Frame38741-Face1
kotomitsuki	kotomitsuki_2001_03_17_19_00-shot17_136-Track1-Frame39820-Face1	kotomitsuki_2010_06_14_19_00-shot14_22-Track1-Frame3024-Face1
sachiyonomura	sachiyonomura_2001_12_04_19_00-shot04_62-Track1-Frame17529-Face2	sachiyonomura_2001_12_05_19_00-shot05_86-Track1-Frame33683-Face1
kazuoshii	kazuoshii_2005_08_29_19_00-shot29_39-Track1-Frame8031-Face1	kazuoshii_2005_09_26_19_00-shot26_57-Track1-Frame10357-Face1
taroaso	taroaso_2005_11_19_19_00-shot19_65-Track1-Frame21997-Face1	taroaso_2009_06_25_19_00-shot25_36-Track1-Frame11351-Face1
katsuyaokada	katsuyaokada_2004_12_19_19_00-shot19_114-Track1-Frame28358-Face1	katsuyaokada_2009_12_06_19_00-shot06_33-Track1-Frame10663-Face1
natsuoyamaguchi	natsuoyamaguchi_2010_05_07_19_00-shot07_52-Track1-Frame14543-Face1	natsuoyamaguchi_2010_05_23_19_00-shot23_91-Track1-Frame23388-Face1
kosukekitajima	kosukekitajima_2009_03_31_19_00-shot31_172-Track2-Frame45754-Face1	kosukekitajima_2010_04_12_19_00-shot12_160-Track1-Frame44939-Face1
yukioedano	yukioedano_2010_06_06_19_00-shot06_56-Track2-Frame14291-Face2	yukioedano_2011_04_13_19_00-shot13_30-Track1-Frame36363-Face1
colinpowell	colinpowell_2001_03_22_19_00-shot22_116-Track2-Frame38946-Face1	colinpowell_2004_09_14_19_00-shot14_86-Track1-Frame27480-Face1
jintaohu	jintaohu_2008_11_05_19_00-shot05_169-Track1-Frame35559-Face1	jintaohu_2010_10_31_19_00-shot31_64-Track2-Frame21901-Face2
kazuoshii	kazuoshii_2001_07_05_19_00-shot05_42-Track1-Frame14571-Face1	kazuoshii_2009_09_30_19_00-shot30_121-Track1-Frame35697-Face1
azumakoshiishi	azumakoshiishi_2009_06_25_19_00-shot25_18-Track1-Frame4598-Face1	azumakoshiishi_2010_11_17_19_00-shot17_29-Track1-Frame14217-Face1
pervezmusharraf	pervezmusharraf_2001_09_16_19_00-shot16_83-Track1-Frame21485-Face1	pervezmusharraf_2001_10_03_19_00-shot03_26-Track1-Frame8203-Face1
akihiroohta	akihiroohta_2008_12_16_19_00-shot16_89-Track1-Frame22756-Face1	akihiroohta_2009_06_05_19_00-shot05_61-Track1-Frame19040-Face1
naotokan	naotokan_2009_03_26_19_00-shot26_98-Track3-Frame28309-Face1	naotokan_2010_09_02_19_00-shot02_27-Track1-Frame6631-Face1
ichiroozawa	ichiroozawa_2007_11_25_19_00-shot25_8-Track3-Frame926-Face2	ichiroozawa_2009_09_15_19_00-shot15_70-Track1-Frame14544-Face2
kazuoshii	kazuoshii_2005_08_11_19_00-shot11_30-Track1-Frame10211-Face1	kazuoshii_2007_05_03_19_00-shot03_47-Track1-Frame11377-Face1
takeshikoizumi	takeshikoizumi_2008_11_24_19_00-shot24_44-Track1-Frame9658-Face1	takeshikoizumi_2008_11_25_19_00-shot25_46-Track3-Frame10990-Face1
martinahingis	martinahingis_2006_01_30_19_00-shot30_172-Track1-Frame42991-Face1	martinahingis_2006_02_04_19_00-shot04_177-Track1-Frame34041-Face1
jiabaowen	jiabaowen_2007_03_16_19_00-shot16_181-Track1-Frame46351-Face2	jiabaowen_2010_10_17_19_00-shot17_17-Track1-Frame6007-Face1
shohakuho	shohakuho_2006_07_07_19_00-shot07_187-Track2-Frame47126-Face1	shohakuho_2010_09_26_19_00-shot26_20-Track1-Frame6388-Face1
yumieyoshiba	yumieyoshiba_2006_02_04_19_00-shot04_241-Track1-Frame49803-Face1	yumieyoshiba_2006_04_15_19_00-shot15_172-Track1-Frame49607-Face1
kosukekitajima	kosukekitajima_2003_07_31_19_00-shot31_105-Track1-Frame22054-Face1	kosukekitajima_2010_04_12_19_00-shot12_160-Track1-Frame44939-Face1
monalisa	monalisa_2006_09_27_19_00-shot27_180-Track1-Frame40022-Face1	monalisa_2008_01_15_19_00-shot15_5-Track1-Frame703-Face1
yasuofukuda	yasuofukuda_2008_01_15_19_00-shot15_9-Track1-Frame2954-Face1	yasuofukuda_2008_05_18_19_00-shot18_141-Track1-Frame31581-Face1
shin	shin_2009_03_09_19_00-shot09_194-Track1-Frame49114-Face1	shin_2010_05_20_19_00-shot20_201-Track1-Frame52755-Face1
masaakishirakawa	masaakishirakawa_2008_04_11_19_00-shot11_39-Track1-Frame7635-Face1	masaakishirakawa_2009_06_16_19_00-shot16_71-Track1-Frame17709-Face1
kosukekitajima	kosukekitajima_2005_02_26_19_00-shot26_201-Track2-Frame48201-Face1	kosukekitajima_2010_04_12_19_00-shot12_160-Track1-Frame44939-Face1
nicolassakozy	nicolassakozy_2007_05_03_19_00-shot03_64-Track1-Frame16252-Face1	nicolassakozy_2008_07_08_19_00-shot08_42-Track1-Frame14114-Face1
pervezmusharraf	pervezmusharraf_2001_10_03_19_00-shot03_26-Track1-Frame8203-Face1	pervezmusharraf_2001_10_31_19_00-shot31_53-Track1-Frame12530-Face1
shohakuho	shohakuho_2008_05_22_19_00-shot22_168-Track1-Frame44151-Face1	shohakuho_2010_09_26_19_00-shot26_20-Track1-Frame6388-Face1
yukiohatoyama	yukiohatoyama_2009_04_19_19_00-shot19_69-Track3-Frame20439-Face1	yukiohatoyama_2009_12_26_19_00-shot26_11-Track1-Frame3339-Face1
naokotakahashi	naokotakahashi_2001_10_07_19_00-shot07_92-Track1-Frame31340-Face1	naokotakahashi_2005_11_18_19_00-shot18_189-Track1-Frame48967-Face1
renhomurata	renhomurata_2010_04_23_19_00-shot23_21-Track1-Frame6140-Face1	renhomurata_2010_04_26_19_00-shot26_92-Track26-Frame26422-Face1
georgebush	georgebush_2002_02_02_19_00-shot02_168-Track1-Frame44030-Face2	georgebush_2002_02_09_19_00-shot09_198-Track1-Frame45123-Face1
takenorikanzaki	takenorikanzaki_2002_04_02_19_00-shot02_3-Track2-Frame1289-Face1	takenorikanzaki_2002_05_15_19_00-shot15_51-Track1-Frame18812-Face1
saenakarai	saenakarai_2005_06_07_19_00-shot07_205-Track1-Frame52128-Face1	saenakarai_2005_09_16_19_00-shot16_209-Track1-Frame49562-Face1
saenakarai	saenakarai_2005_03_11_19_00-shot11_227-Track1-Frame52148-Face1	saenakarai_2006_01_10_19_00-shot10_173-Track2-Frame52456-Face1
takafumihorie	takafumihorie_2005_04_13_19_00-shot13_7-Track2-Frame1212-Face1	takafumihorie_2006_01_25_19_00-shot25_15-Track1-Frame3925-Face1
johnmccain	johnmccain_2008_09_05_19_00-shot05_82-Track1-Frame23017-Face1	johnmccain_2008_09_27_19_00-shot27_85-Track1-Frame28373-Face1
natsuoyamaguchi	natsuoyamaguchi_2010_03_03_19_00-shot03_18-Track1-Frame5091-Face1	natsuoyamaguchi_2010_06_24_19_00-shot24_21-Track3-Frame7630-Face2
syunsaito	syunsaito_2008_02_07_19_00-shot07_42-Track1-Frame12727-Face1	syunsaito_2008_10_07_19_00-shot07_99-Track1-Frame31146-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_07_15_19_00-shot15_18-Track1-Frame5395-Face1	hideohigashikokubaru_2010_09_29_19_00-shot29_66-Track1-Frame30519-Face1
christopherhill	christopherhill_2006_12_20_19_00-shot20_62-Track1-Frame14193-Face1	christopherhill_2007_03_18_19_00-shot18_50-Track1-Frame13632-Face1
ryoishikawa	ryoishikawa_2009_12_07_19_00-shot07_162-Track2-Frame46257-Face2	ryoishikawa_2011_01_04_19_00-shot04_83-Track4-Frame48671-Face1
shoichinakagawa	shoichinakagawa_2005_01_19_19_00-shot19_67-Track1-Frame19477-Face1	shoichinakagawa_2009_10_04_19_00-shot04_43-Track1-Frame8116-Face1
moo-hyunroh	moo-hyunroh_2002_12_27_19_00-shot27_48-Track1-Frame15530-Face1	moo-hyunroh_2009_05_23_19_00-shot23_105-Track1-Frame23604-Face1
jiabaowen	jiabaowen_2007_10_22_19_00-shot22_122-Track1-Frame34009-Face1	jiabaowen_2010_10_17_19_00-shot17_17-Track1-Frame6007-Face1
banrikaieda	banrikaieda_2011_01_14_19_00-shot14_53-Track2-Frame20671-Face1	banrikaieda_2011_05_17_19_00-shot17_41-Track1-Frame34464-Face1
daisuketakahashi	daisuketakahashi_2010_03_26_19_00-shot26_146-Track1-Frame41433-Face1	daisuketakahashi_2010_03_30_19_00-shot30_166-Track1-Frame44956-Face1
condoleezzarice	condoleezzarice_2002_11_11_19_00-shot11_36-Track1-Frame10662-Face1	condoleezzarice_2005_03_18_19_00-shot18_114-Track1-Frame31316-Face1
naruhito	naruhito_2004_05_12_19_00-shot12_107-Track1-Frame27338-Face1	naruhito_2004_05_13_19_00-shot13_62-Track1-Frame21872-Face1
makikotanaka	makikotanaka_2002_04_16_19_00-shot16_56-Track1-Frame17308-Face2	makikotanaka_2002_08_09_19_00-shot09_159-Track1-Frame32972-Face2
ichirosuzuki	ichirosuzuki_2003_06_27_19_00-shot27_206-Track1-Frame48514-Face1	ichirosuzuki_2008_07_30_19_00-shot30_4-Track1-Frame601-Face1
jong-ilkim	jong-ilkim_2005_02_22_19_00-shot22_78-Track1-Frame28260-Face1	jong-ilkim_2006_07_10_19_00-shot10_33-Track1-Frame8519-Face1
pervezmusharraf	pervezmusharraf_2001_12_22_19_00-shot22_102-Track1-Frame38741-Face1	pervezmusharraf_2002_01_29_19_00-shot29_146-Track1-Frame31212-Face1
yujiang	yujiang_2006_11_28_19_00-shot28_19-Track1-Frame5562-Face1	yujiang_2008_06_18_19_00-shot18_18-Track1-Frame8271-Face1
shin	shin_2001_10_20_19_00-shot20_120-Track1-Frame37442-Face1	shin_2009_12_03_19_00-shot03_8-Track3-Frame1806-Face1
yasuofukuda	yasuofukuda_2006_05_15_19_00-shot15_160-Track1-Frame36502-Face1	yasuofukuda_2008_05_20_19_00-shot20_144-Track1-Frame21825-Face1
jiabaowen	jiabaowen_2008_03_18_19_00-shot18_120-Track1-Frame25834-Face1	jiabaowen_2010_05_30_19_00-shot30_106-Track1-Frame26989-Face1
fujiomitarai	fujiomitarai_2007_12_10_19_00-shot10_143-Track1-Frame33665-Face1	fujiomitarai_2009_08_03_19_00-shot03_86-Track1-Frame26257-Face1
ichiroozawa	ichiroozawa_2007_10_29_19_00-shot29_92-Track3-Frame18478-Face1	ichiroozawa_2011_02_14_19_00-shot14_16-Track1-Frame3219-Face1
masaakishirakawa	masaakishirakawa_2008_03_11_19_00-shot11_36-Track3-Frame8288-Face2	masaakishirakawa_2008_04_07_19_00-shot07_42-Track1-Frame8018-Face1
shin	shin_2002_01_02_19_00-shot02_27-Track1-Frame6719-Face1	shin_2009_11_05_19_00-shot05_216-Track1-Frame48693-Face1
saddamhussein	saddamhussein_2006_12_27_19_00-shot27_93-Track1-Frame30991-Face1	saddamhussein_2006_12_29_19_00-shot29_97-Track1-Frame24636-Face1
yoshimiwatanabe	yoshimiwatanabe_2010_06_11_19_00-shot11_91-Track1-Frame18351-Face1	yoshimiwatanabe_2010_06_26_19_00-shot26_69-Track1-Frame24015-Face1
ryutarohashimoto	ryutarohashimoto_2001_04_12_19_00-shot12_80-Track1-Frame13035-Face1	ryutarohashimoto_2004_11_24_19_00-shot24_87-Track1-Frame23497-Face1
osamabinladen	osamabinladen_2001_12_27_19_00-shot27_33-Track1-Frame17290-Face1	osamabinladen_2002_01_09_19_00-shot09_1-Track1-Frame397-Face2
steffigraf	steffigraf_2007_04_22_19_00-shot22_98-Track1-Frame27350-Face1	steffigraf_2007_05_06_19_00-shot06_77-Track3-Frame19687-Face2
barutokaito	barutokaito_2010_01_18_19_00-shot18_211-Track1-Frame48790-Face1	barutokaito_2010_03_21_19_00-shot21_203-Track1-Frame47389-Face1
sadakazutanigaki	sadakazutanigaki_2010_06_06_19_00-shot06_70-Track1-Frame16444-Face1	sadakazutanigaki_2011_03_05_19_00-shot05_45-Track1-Frame15850-Face1
katsuyaokada	katsuyaokada_2010_08_20_19_00-shot20_18-Track1-Frame4951-Face1	katsuyaokada_2011_01_22_19_00-shot22_50-Track2-Frame22027-Face2
yujiang	yujiang_2007_09_27_19_00-shot27_65-Track1-Frame10760-Face1	yujiang_2008_04_08_19_00-shot08_127-Track1-Frame28112-Face1
saenakarai	saenakarai_2006_10_19_19_00-shot19_242-Track1-Frame49871-Face1	saenakarai_2008_10_21_19_00-shot21_157-Track1-Frame49242-Face1
yujiang	yujiang_2010_09_28_19_00-shot28_48-Track1-Frame22182-Face1	yoshimiwatanabe	yoshimiwatanabe_2006_12_28_19_00-shot28_55-Track1-Frame13598-Face1
akihito	akihito_2002_12_25_19_00-shot25_117-Track1-Frame33505-Face1	takakodoi	takakodoi_2002_02_20_19_00-shot20_96-Track3-Frame28637-Face2
akinoriasashoryu	akinoriasashoryu_2010_01_23_19_00-shot23_191-Track1-Frame45788-Face2	akiotoyoda	akiotoyoda_2009_06_25_19_00-shot25_90-Track1-Frame26155-Face1
hidekimatsui	hidekimatsui_2005_08_23_19_00-shot23_172-Track1-Frame46541-Face1	banrikaieda	banrikaieda_2011_05_17_19_00-shot17_41-Track1-Frame34464-Face1
hideohigashikokubaru	hideohigashikokubaru_2010_07_01_19_00-shot01_114-Track1-Frame24968-Face1	kikokawashima	kikokawashima_2006_09_11_19_00-shot11_74-Track1-Frame18350-Face1
kazuhitohikima	kazuhitohikima_2008_05_14_19_00-shot14_74-Track2-Frame18400-Face1	jyun	jyun_2008_10_07_19_00-shot07_104-Track1-Frame32481-Face1
shinrikyoaum	shinrikyoaum_2003_10_30_19_00-shot30_22-Track1-Frame5482-Face1	masaakishirakawa	masaakishirakawa_2008_10_07_19_00-shot07_51-Track1-Frame15845-Face1
saddamhussein	saddamhussein_2004_07_01_19_00-shot01_75-Track1-Frame23780-Face1	naotokan	naotokan_2011_01_14_19_00-shot14_4-Track1-Frame790-Face1
takeshiokada	takeshiokada_2009_11_19_19_00-shot19_218-Track1-Frame48266-Face2	donaldrumsfeld	donaldrumsfeld_2003_03_24_19_00-shot24_75-Track1-Frame26154-Face1
shin	shin_2009_08_03_19_00-shot03_181-Track1-Frame51921-Face1	jintaohu	jintaohu_2005_05_22_19_00-shot22_43-Track1-Frame13905-Face1
shintaroishihara	shintaroishihara_2008_02_20_19_00-shot20_89-Track1-Frame27599-Face1	masajuroshiokawa	masajuroshiokawa_2001_07_04_19_00-shot04_107-Track1-Frame31683-Face1
pervezmusharraf	pervezmusharraf_2002_01_29_19_00-shot29_146-Track1-Frame31212-Face1	yujiang	yujiang_2008_06_18_19_00-shot18_18-Track1-Frame8271-Face1
christopherhill	christopherhill_2007_02_08_19_00-shot08_21-Track2-Frame5099-Face1	shinrikyoaum	shinrikyoaum_2004_07_07_19_00-shot07_67-Track1-Frame17656-Face1
masaakishirakawa	masaakishirakawa_2009_06_16_19_00-shot16_71-Track1-Frame17709-Face1	yukioedano	yukioedano_2011_04_04_19_00-shot04_5-Track1-Frame1532-Face1
colinpowell	colinpowell_2001_10_18_19_00-shot18_114-Track1-Frame37309-Face1	shigeofukuchi	shigeofukuchi_2008_01_25_19_00-shot25_93-Track1-Frame30364-Face1
mahmoudahmadinejad	mahmoudahmadinejad_2006_06_12_19_00-shot12_136-Track1-Frame31980-Face1	yasuofukuda	yasuofukuda_2002_04_01_19_00-shot01_34-Track1-Frame12752-Face1
syunsaito	syunsaito_2008_02_07_19_00-shot07_42-Track1-Frame12727-Face1	christopherhill	christopherhill_2007_02_08_19_00-shot08_21-Track2-Frame5099-Face1
sadakazutanigaki	sadakazutanigaki_2009_09_29_19_00-shot29_126-Track2-Frame30383-Face1	junichirokoizumi	junichirokoizumi_2006_02_01_19_00-shot01_109-Track1-Frame30504-Face1
masakunimurakami	masakunimurakami_2001_06_29_19_00-shot29_74-Track1-Frame30986-Face1	ichiroozawa	ichiroozawa_2008_06_11_19_00-shot11_2-Track1-Frame127-Face1
